iter	Logloss
205	0.3205	0.320220206	0206	0.3192207	0.3207	0.31852208	0.34645068120209	0.209	0.31659210	0.210	0.3156310665
211	0.31463212	0.342266337213	0.30213	0.31296214	0214	0.312221215	0215	0.311012216	0216	0.30999217	0.217	0.30936218	0.218	0.30856219	0.219	0.3080702469
220	0.3071037674
221	0.3061742375
222	0.3057800573
223	0.3050972844
224	0.3043230647
225	0.3034463236
226	0.302576415
227	0.3018288727
228	0.3014632258
229	0.3008291819
230	0.3002799589
231	0.2995389965
232	0.2988385499
233	0.2982209785
234	0.297235	0.32235	0.297236	0.32236	0.296237	0.32237	0.295238	0.3214657419
239	0.3205546518
240	0.3199453992
241	0.3191109449
242	0.3182853453
243	0.3173314408
244	0.3167047371
245	0.3160944586
246	0.3158016904
247	0.3148454954
248	0.3141164501
249	0.3137093316
250	0.3130157529
251	0.3122484812
252	0.3115824061
253	0.310254	0.28254	0.310255	0.27255	0.309256	0.2786038339
257	0.2778313858
258	0.2772311698
259	0.2765032537
260	0.2756678669
261	0.2752823411
262	0.2747180229
263	0.2742991148
264	0.27364	0.303265	0.2729651281
266	0.272314312
267	0.2718556417
268	0.271268	0.30269	0.2703649373
270	0.2696154432
271	0.2690638742
272	0.2684310653
273	0.2676905679
274	0.2670509237
275	0.2665550039
276	0.276	0.29663277	0.277	0.29611278	0278	0.295421279	279	0.2948537280	280	0.2941145281	281	0.2934995408
282	0.2929177283	0.2624700576
284	0.2619458787
285	0.2616218032
286	0.2610804529
287	0.2603440462
288	0.25997725
289	0.2594426232
290	0.25875130290	0.2631415394
291292	0.2575936932
293	0.2570835228
294	0.2566855802
295	0.2563423939
296	0.2558757841
297	0.2554272582
298	0.2546359985
299	0.2540124024
300	0.2533526988
301	0.2530495315
302	0.2525991201
303	0.2519207984
304	0.2513854442
305	0.2508426254
306	0.2502111191
307	0.2496698845
308	0.2490203419
309	0.2484394701
310	0.2479311045
311	0.2474011098
312	0.2469290333
313	0.2464040054
314	0.2459389368
315	0.245521027
316	0.2452525171
317	0.2449534663
318	0.2447130851
319	0.2441364354
320	0.2436453996
321	0.2430377982
322	0.2424784603
323	0.2419398351
324	0.2413565231
325	0.2412221832
326	0.2407773312
327	0.2405303979
328	0.240066386
329	0.2394248987
330	0.2393487621
331	0.2391885185
332	0.2386072193
333	0.2381052451
334	0.2376939931
335	0.2370402383
336	0.2365354221
337	0.2359139257
338	0.2354376853
339	0.2348186493
340	0.2346760615
341	0.2343331838
342	0.2337606168
343	0.2331625375
344	0.2324861182
345	0.2319403001
346	0.2313929985
347	0.2312358983
348	0.2308925692
349	0.2305043567
350	0.2301979541
351	0.2297040541
352	0.2293406444
353	0.2289075957
354	0.2283225209
355	0.2279691573
356	0.2274167158
357	0.2268497435
358	0.2265423163
359	0.2260886858
360	0.2255800588
361	0.2253858166
362	0.2249150297
363	0.2244445156
364	0.2241321078
365	0.2236990979
366	0.2232667071
367	0.2227908082
368	0.2222896227
369	0.221751109
370	0.2211637249
371	0.2207721996
372	0.2204773948
373	0.219996931
374	0.2194935338
375	0.2191946665
376	0.2188950784
377	0.218426644
378	0.218057087
379	0.2176066328
380	0.2172063661
381	0.2166767981
382	0.216293251
383	0.2158460654
384	0.2154050969
385	0.2149641938386	0.2437559251
387	0.2433805615
388	0.243071847
389	0.2424241086
390	0.2419738125
391	0.2418323498
39392	0.212545941393	0.2407224988
394	0.2401884658
39395	0.21098183839396	0.21059374139397	0.2103165397
398	0.20981408039399	0.2093869114
400	0.2089514036
401	0.2085824174402	0.20815514964403	0.20782420784404	0.2074638015
405	0.2072796884
406	0.2069535155
407	0.20669409414408	0.2062541215
409	0.2057473774
410	0.2053608684411	0.2337192315
4412	0.2045812243
413	0.20416667874414	0.2039569526
415	0.203569274
416	0.2031163305
417	0.2028745672
418	0.202589868
419	0.2021093109
420	0.2017897279
421	0.201494204
422	0.2011390443
423	0.2006861447
42424	0.22872849542425	0.2281711923
426	0.22780985427427	0.22757265428	0.1988400177
429	0.1986139115
430430	0.22637349431431	0.2261904432	0.1972911477
433	433	0.2254494434	434	0.2250199435	435	0.2246208436	0.1957470537
437	437	0.2238713438	0.1950469528
439	439	0.2234084440	440	0.2230338441	441	0.2226158442	442	0.2223075443	0.1935398985
444	444	0.2216779445	445	0.2212712037
446	0.2210793696
447	0.2206289055
448	0.2203119224
449	0.2196806450	0.1918146206
451	0.1916048458
452	0.1913887236
453	0.1911168467
454	0.1906625647
455	0.1902801533
456	0.189897134
457	0.1896098296
458	0.1891421907
459	0.188903802
460	0.1885897268
461	0.1882602245
462	0.1878880981
463	0.1875174201
464	0.1871352336
465	0.1867296687
466	0.1862880363
467	0.1859205377
468	0.1856059307
469	0.1851954113
470	0.1850687732
471	0.1847165582
472	0.1843122449
473	0.1838917316
474	0.1834955123
475	0.1830071987
476	0.1827890686
477	0.1825955852
478	0.1824013608
479	0.1821621955
480	0.1818436222
481	0.1816663093
482	0.1812657364
483	0.1809842465
484	0.1807389128
485	0.1804498082
48486	0.20740914487	0.17976211014488	0.1797192711488	0.1862693795
489	0.1860419233
491	0.1789453158
491	0.1855651196
493	0.1784874004
494	0.1782753326
495	0.1779588087
496	0.1776193809
49497	0.20374931949498	0.20347301049499	0.20306838350500	0.2027969961
501	0.2025665429
502	0.2020106888
503	0.2016775463
504	0.2013306393
505	0.2010049295
506	0.2007320576
507	0.2003789346
508	0.2002134508	509	0.1999836509	510	0.1997133510	0.1800139215
511	512	0.1989014306
513	0.1985985254
514	0.1982414909
515	0.1979991624
516	0.1978981507
517	0.1977542058
518	0.197366232
519	0.1969789252
520	0.1966228823
521	0.1962758626
522	0.1960355158
523	0.195848523	0524	0.195624524	0525	0.195299331
526	0.1949624365
527	0.1946888078
528	0.1944080526
529	0.1942302876
530	0.1939491757
531	0.1937368566
532	0.1934552731
533	0.193257689
534	0.192992299
535	0.192769653
536	0.1924663783
537	0.19223658
538	0.191842796
539	0.1915565613
540	0.1911513171
541	0.1908010369
542	0.1904891849
543	0.1903205112
544	0.1899843404
545	0.189670338
546	0.1894497556
547	0.1891088453
548	0.1887983703
549	0.1885779822
550	0.188352313
551	0.1880662839
552	0.1877821324
553	0.1875127412
554	0.1871921537
555	0.1868852821
556	0.1866240536
557	0.1864117644
558	0.1860407787
559	0.1857054789
560	0.1854642313
561	0.1852490682
562	0.1848248722
563	0.1844743734
564	0.1842577746
565	0.1841011855
566	0.1838637137
567	0.1836463524
568	0.1833777279
569	0.183146646
570	0.1829081506
571	0.182564953
572	0.1822844829
573	0.1820661951
574	0.1818397081
575	0.1816226736
576	0.1813773832
577	0.1811369143
578	0.1810098279
579	0.18087417
580	0.1806514256
581	0.1804989442
582	0.180138626
583	0.1800081449
584	0.1797079324
585	0.1793127911
586	0.1791903326
587	0.1788160726
588	0.1785148383
589	0.1781152248
590	0.1778798969
591	0.1777206459
592	0.1774148169
593	0.1771881711
594	0.1769568467
595	0.1767620514
596	0.1764741508
597	0.1761835873
598	0.1759666235
599	0.1757302933
600	0.1755059731
601	0.1752678064
602	0.1749453286
603	0.1746465821
604	0.1745311741
605	0.1743395283
606	0.1740389997
607	0.1737896013
608	0.1734836253
609	0.1733153813
610	0.1730955288
611	0.1728013673
612	0.1726909338
613	0.1725524931
614	0.1723874209
615	0.1721360355
616	0.1718844173
617	0.1717657465
618	0.1715962986
619	0.1711988756
620	0.170928902
621	0.1706277702
622	0.1703900618
623	0.1701487832
624	0.1697894283
625	0.1696074212
626	0.1695190824
627	0.1693244928
628	0.1690165969
629	0.1687288929
630	0.1684627857
631	0.1683183077
632	0.16807613
633	0.1679085788
634	0.1677651177
635	0.1675433893
636	0.1673519925
637	0.1671005454
638	0.1669201726
639	0.1667020255
640	0.1664948266
641	0.1663689506
642	0.1662033135
643	0.1659809821
644	0.1656448263
645	0.1654880309
646	0.1652831413
647	0.1649716503
648	0.1647993927
649	0.1645702641
650	0.1643558075
651	0.1640627772
652	0.1638707928
653	0.1636812874
654	0.1635508591
655	0.1633376691
656	0.1631560025
657	0.162961364
658	0.1627104828
659	0.1624334525
660	0.1622365064
661	0.1618891956
662	0.1615261956
663	0.1613905087
664	0.1612618715
665	0.1610900017
666	0.1609473283
667	0.1607162976
668	0.1604879443
669	0.1602147016
670	0.1600423589
671	0.1597788899
672	0.1595814699
673	0.1594137694
674	0.1591976196
675	0.1587826185
676	0.1586014342
677	0.1585826147
678	0.1584194446
679	0.1582462969
680	0.1580675865
681	0.1578728612
682	0.1577265339
683	0.1576670631
684	0.1573663848
685	0.1571316109
686	0.1569739257
687	0.1568597077
688	0.1566617753
689	0.1566412868
690	0.1565216393
691	0.1564122542
692	0.1561982173
693	0.1560345318
694	0.1557167097
695	0.1554297246
696	0.1552607815
697	0.1550438706
698	0.1549488615
699	0.1546940441
700	0.1545155047
701	0.1543120321
702	0.154267567
703	0.1541058931
704	0.1539721484
705	0.1536979347
706	0.1535012229
707	0.1532614468
708	0.1530820349
709	0.1528749779
710	0.1526839115
711	0.1524760788
712	0.152282773
713	0.1522568825
714	0.1519921959
715	0.1518057894
716	0.1516519504
717	0.1515101954
718	0.1513495564
719	0.1511489538
720	0.1509619176
721	0.1508294854
722	0.1507010456
723	0.1505360871
724	0.1502494894
725	0.1500523505
726	0.1498511147
727	0.149685392
728	0.1495100629
729	0.1493394729
730	0.1491781712
731	0.1490321508
732	0.1487480536
733	0.1486565002
734	0.1483982686
735	0.1480697675
736	0.1478882307
737	0.1477074414
738	0.1474546129
739	0.1471424332
740	0.1469008266
741	0.1465806211
742	0.1464818144
743	0.1463408601
744	0.1462001168
745	0.1460234022
746	0.1458156495
747	0.1456479972
748	0.1454373064
749	0.1453072473
750	0.1450908857
751	0.1450086527
752	0.1448066244
753	0.1446509969
754	0.1444319187
755	0.1441546231
756	0.1438325867
757	0.143647619
758	0.1435093155
759	0.1433625002
760	0.1432067185
761	0.142966245
762	0.1427690775
763	0.1426163844
764	0.1424518156
765	0.1422423984
766	0.1420777909
767	0.1418884869
768	0.1416873397
769	0.1415340609
770	0.1413571664
771	0.1412136706
772	0.1410231319
773	0.1408562905
774	0.1406948336
775	0.1406149356
776	0.1404421116
777	0.1402397131
778	0.1401876692
779	0.1400279063
780	0.1398694844
781	0.1397545034
782	0.1395889753
783	0.1394313054
784	0.139238634
785	0.1391966975
786	0.1390497938
787	0.1388663919
788	0.1387694352
789	0.1385975484
790	0.1383448844
791	0.1382463322
792	0.1381147305
793	0.1379895303
794	0.1378501483
795	0.1377461527
796	0.1376711636
797	0.1375359721
798	0.1373183906
799	0.1371933773
800	0.1370913469
801	0.1368590953
802	0.1366154171
803	0.1364293071
804	0.1362755154
805	0.1362173132
806	0.1360747702
807	0.1359823529
808	0.1358799486
809	0.13572024
810	0.1355729427
811	0.1354531669
812	0.135242276
813	0.1350723096
814	0.1349844624
815	0.1347375311
816	0.1344582633
817	0.1343352367
818	0.1341019853
819	0.1339363639
820	0.1338293849
821	0.1336440628
822	0.1334890945
823	0.1332461685
824	0.1331082327
825	0.1329031233
826	0.1326849537
827	0.1325124937
828	0.132414945
829	0.1324014231
830	0.1321689684
831	0.1319543713
832	0.1318220778
833	0.1317426303
834	0.1316148083
835	0.1314457218
836	0.1313540455
837	0.1312389136
838	0.1310285503
839	0.1309110502
840	0.1306948623
841	0.1304817805
842	0.1302469232
843	0.1300983906
844	0.1298963915
845	0.1297699042
846	0.1295211616
847	0.129325969
848	0.129191831
849	0.1290280826
850	0.1287738452
851	0.1287024239
852	0.1284799336
853	0.1284189163
854	0.128325452
855	0.1281878585
856	0.1281469304
857	0.1279707549
858	0.1277738887
859	0.1276074835
860	0.127490677
861	0.1272867133
862	0.1271731306
863	0.1269634742
864	0.1268837295
865	0.1267867081
866	0.1267295063
867	0.1265994377
868	0.1264400032
869	0.1262783076
870	0.1259995067
871	0.1258102807
872	0.1256290531
873	0.1254626212
874	0.1253436696
875	0.1252595435
876	0.1251444917
877	0.1250122623
878	0.1247491095
879	0.1246513413
880	0.1244550332
881	0.1243553262
882	0.1242045908
883	0.1240574008
884	0.1239241902
885	0.1237447963
886	0.1235936058
887	0.1234487314
888	0.1232132242
889	0.1230556105
890	0.1230148118
891	0.1229254356
892	0.1227519272
893	0.1226354084
894	0.1224736449
895	0.1222881831
896	0.1221327605
897	0.1219968305
898	0.1218744994
899	0.1217480304
900	0.1216342731
901	0.1215452526
902	0.121469274
903	0.1213067354
904	0.1211704879
905	0.1210339061
906	0.1208538975
907	0.1207017385
908	0.1205550881
909	0.1204569298
910	0.12031427
911	0.1201489051
912	0.1199747988
913	0.1198427932
914	0.1197032038
915	0.1194967792
916	0.1193351312
917	0.1191925957
918	0.1190873748
919	0.1189494775
920	0.1187676906
921	0.1186360534
922	0.1185446468
923	0.118408633
924	0.1182736877
925	0.1181770063
926	0.1179830454
927	0.1178080788
928	0.1177133806
929	0.1175571692
930	0.1173996608
931	0.1172956941
932	0.1172107838
933	0.1170379775
934	0.116968263
935	0.1168430995
936	0.1167121232
937	0.1165653788
938	0.116471201
939	0.1163296649
940	0.1161006159
941	0.1159222042
942	0.1157214073
943	0.1155645498
944	0.1155103257
945	0.1153465817
946	0.1151768007
947	0.1150387894
948	0.1149561563
949	0.1148373311
950	0.1146889368
951	0.1145630212
952	0.1144129658
953	0.1143284018
954	0.1142613597
955	0.1141784683
956	0.1139862132
957	0.1138257222
958	0.1136701273
959	0.1134862121
960	0.1133756898
961	0.1132432761
962	0.1130552144
963	0.1129308475
964	0.1127922646
965	0.1126166165
966	0.1124447133
967	0.1123238039
968	0.1122107625
969	0.1120553386
970	0.1120113003
971	0.1118915078
972	0.111665829
973	0.1115745311
974	0.1114845247
975	0.1113192175
976	0.1112282121
977	0.1110756733
978	0.1109545048
979	0.1108776345
980	0.1107176134
981	0.1105628566
982	0.1104587512
983	0.1103816448
984	0.1102508182
985	0.1100807116
986	0.1099681677
987	0.1098680769
988	0.1097822874
989	0.1096610384
990	0.1095846801
991	0.1094487456
992	0.1093476233
993	0.1092342275
994	0.1091029971
995	0.1090306788
996	0.108860794
997	0.1086484156
998	0.1085201295
999	0.1083893342
	0.09783272994
28
998	0.0918213779
999	0.09171720029
.09026391502
